name,cuisine,avg_meal_cost,city,rating
Barbeque Nation,"North Indian,  Barbecue,  Mughlai",1700,Delhi,4.5
Nazeer Delicacies,"North Indian,  Mughlai",1000,Delhi,4.5
Tenali - The Andhra Kitchen,"South Indian,  Andhra",800,Delhi,4.6
Kake Da Hotel,"North Indian,  Mughlai",1000,Delhi,3.7
NCC - NorthEastern & Chinese Cafe,"Chinese,  North Eastern",1000,Delhi,4.6
Nagaland's Kitchen,"Naga,  Chinese,  Thai,  Seafood",2200,Delhi,4.1
Kitchen & Chicken,"Chinese,  Fast Food,  North Indian",700,Delhi,2
Red Chilli,"North Indian,  Chinese,  Mughlai",1500,Delhi,4.1
Gastronomica Kitchen & Bar,"Continental,  North Indian,  Italian,  European",2000,Delhi,4.3
Olive Bar & Kitchen,"Continental,  Italian,  Mediterranean,  European",3000,Delhi,4.5
Dilli 32,"North Indian,  South Indian",4500,Delhi,4.6
Bean Sahab,"Fast Food,  Italian,  Continental,  American",600,Delhi,4
Greenr Cafe,"Continental,  Health Food",1400,Delhi,4
Bamboo Hut,"Naga,  Tibetan",1000,Delhi,4.1
Cafe Knosh,"Multi-Cuisine,  North Indian,  Italian,  Continental,  Mediterranean",3000,Delhi,4.3
Grand Plaza,"North Indian,  Bakery and Confectionary,  Italian,  Chinese,  Ice Cream",1500,Delhi,4.5
Sanjha Chulha,"North Indian,  Mughlai,  Chinese",1500,Delhi,3.8
Club Cuba,Finger Food,3000,Delhi,4.8
SKY HEART LOUNGE & BAR (MY BAR),"Finger Food,  North Indian,  Italian,  Chinese,  Continental",1500,Delhi,4
Shakespeare Cafe,"North Indian,  Italian,  Mexican,  Turkish",1300,Delhi,4.1
Barbeque Nation,"North Indian,  Barbecue,  Mughlai",1700,Delhi,4.5
Platinum Lounge,"North Indian,  Finger Food,  Continental",1600,Delhi,4.2
SGF - Spice Grill Flame,"North Indian,  Chinese,  Fast Food",700,Delhi,3.5
Otik Cake Shop,"Fast Food,  Bakery and Confectionary,  Desserts,  Shakes",500,Delhi,5
MAD - Music and Drinks,"North Indian,  Continental,  Japanese,  Asian",1200,Delhi,3.9
One8 Commune,"Multi-Cuisine,  North Indian,  Italian,  Continental,  Asian",2400,Delhi,4.2
Wok in the Clouds,"Chinese,  Thai,  Asian,  North Indian,  Continental",2200,Delhi,4.3
Kake Da Hotel,North Indian,1000,Delhi,3.8
Pind Balluchi,"North Indian,  Mughlai",1800,Delhi,3.9
Moets Oh! Bao,"Chinese,  Asian,  Thai",1300,Delhi,4.5
Bread and More,"Desserts,  Bakery and Confectionary,  Fast Food",700,Delhi,3.4
Taco Bell,"Mexican,  Tex Mex,  Tex Mex",500,Delhi,4.5
HUDBA,"North Indian,  Oriental ,  Italian,  Continental",2300,Delhi,4.1
Upgrade Kitchen & Bar,"Finger Food,  North Indian,  Italian,  Chinese,  Continental",1800,Delhi,4
Kaafila Rest 'O' Bar,"North Indian,  Chinese,  Continental,  Mughlai",1700,Delhi,3.5
"Elma's Bakery, Bar and Kitchen","European,  Desserts,  Bakery and Confectionary,  Continental,  American",1500,Delhi,4.3
Six Degree,"North Indian,  Chinese,  Italian,  Fast Food",500,Delhi,3.3
Cafe Sandoz,"Italian,  Chinese,  Asian,  Continental,  Fast Food,  Shakes",1000,Delhi,5
Big Fat Sandwich,American,900,Delhi,4.4
Cafe on 3,"Continental,  Mediterranean,  North Indian,  Italian",3600,Delhi,4.2
Urban Room by Storm,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Continental,  American,  Fast Food",1500,Delhi,4.2
Pind Balluchi,"North Indian,  Mughlai",1800,Delhi,3.5
Anupama Sweet,"North Indian,  South Indian,  Fast Food,  Mithai",400,Delhi,5
Talli Station,"North Indian,  Chinese,  Fast Food",1500,Delhi,4.2
Getafix,"Fast Food,  Italian,  American,  Health Food",1200,Delhi,4.5
HKV Bar Exchange,"Chinese,  Finger Food,  North Indian,  Continental",1700,Delhi,4.2
Cosy Restaurant,"North Indian,  Chinese,  Mughlai",1100,Delhi,4.3
Saleem's Restaurant,"Mughlai,  North Indian",500,Delhi,4.5
Yes Minister - Pub & Kitchen,"Continental,  Italian,  American",1800,Delhi,4.2
Paul,"Italian,  Continental,  European,  Desserts",2500,Delhi,4.6
Good Food Cafe,"Fast Food,  Health Food,  Italian,  Chinese",900,Delhi,4.3
Saleem's Fine Dine,"Mughlai,  North Indian,  Chinese",1400,Delhi,4.4
Infinity,"Continental,  Multi-Cuisine,  North Indian,  Italian,  Asian",3600,Delhi,4.3
Fabcafe By Fabindia,"Health Food,  Modern Indian,  North Indian,  Continental",1200,Delhi,5
The Rehab Gastropub,"North Indian,  Chinese,  Italian,  Fast Food",2000,Delhi,4.4
Giani,"Desserts,  Ice Cream,  Shakes",400,Delhi,4
Konfidential,"North Indian,  Chinese,  Continental",600,Delhi,4.1
Berco's,"Chinese,  Thai",1300,Delhi,4.3
Wow! Momo,"Fast Food,  Tibetan",400,Delhi,4.1
FatJar Cafe & Market,"Italian,  Continental,  Desserts",1700,Delhi,4.1
Baa Bistro,"North Indian,  Chinese,  Fast Food",800,Delhi,4.4
Vasant Kunj Social,"North Indian,  Continental,  American,  Asian,  Finger Food",2000,Delhi,4.4
Threads,"Continental,  Italian,  Fast Food",700,Delhi,4.7
Only Bar,"North Indian,  Chinese",1000,Delhi,4.5
Bread and More,"Desserts,  Bakery and Confectionary",500,Delhi,4.6
Defaulter Cafe,"North Indian,  Chinese,  Continental",800,Delhi,1
Zaika-E-Dilli,"North Indian,  Chinese,  South Indian",400,Delhi,4.3
You Mee,"Japanese,  Asian,  Sushi,  Thai",500,Delhi,4.6
Mia Bella,"Italian,  Continental",2000,Delhi,4.2
Golden Fiesta,"North Indian,  Fast Food,  Chinese",900,Delhi,4
Cafe Culture,"Italian,  Coffee,  Fast Food",1000,Delhi,4.5
Sardar-Ji-Bakhsh Coffee & Co.,"Fast Food,  Coffee,  Desserts",500,Delhi,5
The Irish House,"European,  American,  Italian,  Continental",2100,Delhi,4.4
Hale And Hearty,North Indian,400,Delhi,4.3
Sandoz,"North Indian,  Chinese",1000,Delhi,4.2
Garden House Cafe And Health Kitchen,"Continental,  Health Food",800,Delhi,4.5
Sampan,"Asian,  Chinese,  Thai,  Japanese",3500,Delhi,4.2
The Backyard,"American,  Italian,  Continental",1500,Delhi,4.3
Mad Over Donuts,"Desserts,  Doughnuts",400,Delhi,4.2
Mamagoto,"Asian,  Chinese,  Thai,  Japanese",1500,Delhi,4.4
Sura Vie,"Multi-Cuisine,  North Indian,  Italian,  Chinese",1800,Delhi,4.2
Chaskaa,"North Indian,  Italian,  Chinese,  Continental,  Mughlai",900,Delhi,4
Fiery Grills,"North Indian,  Barbecue,  Chinese",2000,Delhi,3.9
Pind Balluchi,"North Indian,  Mughlai",1500,Delhi,3.9
DANDY - The Fio Bar,Finger Food,2000,Delhi,4.3
The Passengers Bar Food & Drinks,"North Indian,  Fast Food",2000,Delhi,3.2
Band Baaja Baaraat,North Indian,1500,Delhi,3.9
Punjab Grill,"North Indian,  Mughlai",2200,Delhi,4.2
Helter Skelter,"Multi-Cuisine,  Italian,  Chinese,  American,  Lebanese,  Tex Mex,  Tex Mex",1800,Delhi,4.3
Punjab Grill,"North Indian,  Mughlai",2800,Delhi,4.2
Veer Ji Malai Chaap Wale,"Fast Food,  North Indian",600,Delhi,2.3
64/6,"North Indian,  Chinese,  Continental",3000,Ghaziabad,4.6
Greenr Cafe,"Continental,  Health Food",1400,Delhi,4.8
Daryaganj,"North Indian,  Mughlai",2000,Delhi,4
Ambarsariya Spice,"North Indian,  Chinese",1500,Delhi,5
Spice Aangan,"North Indian,  Mughlai",600,Delhi,5
Delhi Salad Store,"Health Food,  Juice,  Shakes",600,Delhi,3.8
Mamagoto,"Asian,  Chinese,  Thai,  Japanese",1500,Delhi,4.4
Otik Cake Shop,"Fast Food,  Bakery and Confectionary,  Desserts,  Shakes",500,Delhi,5
Chaayos,"Street Food,  Tea,  Fast Food",500,Delhi,4.3
The Asian Tuk Tuk,"Asian,  Chinese,  Thai,  Japanese",2000,Delhi,4.5
Fly Bar,"North Indian,  Chinese,  Continental",800,Delhi,3.8
Royal China,"Chinese,  Seafood",3200,Delhi,4.4
Chaayos,"Street Food,  Tea,  Fast Food",500,Delhi,4.2
Pirates Of Grill,"North Indian,  Continental,  Mughlai",2000,Noida,4.4
Naivedyam,South Indian,500,Delhi,4.3
The Gol Chakkar,"North Indian,  Chinese,  Continental,  Italian,  Mughlai",1200,Delhi,4.1
Berco's,"Chinese,  Thai",1800,Delhi,4.3
Josh - The High Energy Bar,"North Indian,  Italian,  Chinese,  Continental",1000,Delhi,4
Maini's Green Leaf,North Indian,1000,Ghaziabad,4.3
Heartbeat,Multi-Cuisine,1400,Delhi,4.5
Gourmet Greens,"North Indian,  Chinese,  Continental",2000,Delhi,4.9
Empress Delhi,"Multi-Cuisine,  North Indian,  Chinese,  Continental,  Fast Food",900,Delhi,4.1
Giani,"Desserts,  Ice Cream,  Shakes",400,Delhi,5
Mealodrama Modern Bistro,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Continental",1400,Delhi,3.9
Typsy Crow,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Continental",1400,Delhi,4.1
Beliram Degchiwala,"North Indian,  Mughlai,  Chinese",1100,Delhi,4.2
Laidback Cafe,"Multi-Cuisine,  North Indian,  Italian,  Mediterranean,  Asian",1500,Delhi,4.5
Berco's,"Chinese,  Thai",1300,Delhi,4.3
Nimtho,"Nepalese,  Asian",1200,Delhi,4.3
Radioactive Cafe,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Continental,  Street Food",1500,Delhi,4
Bubble Waffle,"Desserts,  Waffle,  Fast Food,  Shakes",500,Delhi,2
What A Comic Show,"Oriental ,  Italian,  Continental",1700,Delhi,4.1
Cafe Delhi Heights,"Modern Indian,  Italian,  Continental,  American",2000,Delhi,4.3
Dhaba - A Punjabi Theme,"North Indian,  Chinese",1000,Delhi,4.1
Dada Ji Di Punjabi Rasoi,"North Indian,  Chinese",800,Delhi,3.9
Cafe Delhi Heights,"Modern Indian,  Italian,  Continental,  American",2000,Noida,4.4
United Coffee House Rewind,"Multi-Cuisine,  North Indian,  Mediterranean,  European,  Asian,  Coffee,  Tea",3000,Noida,4.2
Del,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Continental,  European,  Asian,  Sushi",5000,Delhi,4.5
Sattvik,North Indian,1600,Delhi,4.4
Barbeque Nation,"North Indian,  Barbecue,  Mughlai",1700,Noida,4.5
Pind Balluchi,"North Indian,  Mughlai,  European,  Asian",2200,Delhi,3.9
Healthy Chef,"Health Food,  North Indian",800,Delhi,4.8
Dhansoo Cafe,"North Indian,  Seafood,  Street Food",2000,Delhi,4
Sardar-Ji-Bakhsh Coffee & Co.,"Fast Food,  Coffee,  Desserts",700,Delhi,4.5
The Tandoor,"North Indian,  Chinese",800,Delhi,4
Oh! Calcutta,"Seafood,  Bengali",2400,Delhi,4.5
The Fit Food,Health Food,1500,Delhi,4.6
Social,"North Indian,  Continental,  American",2000,Noida,4.4
RP's Restaurant,"North Indian,  Chinese,  South Indian,  Mughlai",900,Delhi,4.1
Khalsa Parivar Restaurant,"North Indian,  Chinese,  Mughlai",700,Delhi,4.1
Havemore,"North Indian,  Mughlai",2500,Delhi,4.1
Ping's Cafe Orient,Asian,2100,Delhi,4.6
Tasim,"Chinese,  Thai",1100,Delhi,4.2
PCO,"Chinese,  Asian",2000,Delhi,4.3
Bintang Sweet Thrills,"Desserts,  Fast Food",400,Delhi,5
Cafe Delhi Heights,"Modern Indian,  Italian,  Continental,  American",2000,Delhi,4.3
The Tummy Section,"Fast Food,  Chinese",600,Delhi,3.5
The Yellow Chilli,"North Indian,  Mughlai",2000,Ghaziabad,4.1
The Blue Parrot Cafe,"North Indian,  Thai,  Asian,  Continental",1300,Delhi,4
FO - Food Overloaded,"Chinese,  North Indian,  Italian,  Fast Food,  Pizza",1200,Delhi,4.5
The Tandoor,"North Indian,  Chinese,  Fast Food",1500,Delhi,3.6
Underdoggs,"Continental,  Mexican",2000,Delhi,4.4
Lawn Bistro,"Continental,  North Indian,  Oriental ",1800,Noida,4.3
Doodle's Garden,"Multi-Cuisine,  North Indian,  Italian,  Continental",2100,Delhi,4.1
Meethi By Wok In The Clouds,"Desserts,  Mithai",1000,Delhi,4
Cafe Rendezvous Suribachi,"Multi-Cuisine,  North Indian,  Italian,  Continental,  Seafood,  Asian",1800,Delhi,3.8
PapaJi & Sons,"North Indian,  Chinese,  Continental",900,Delhi,3.7
Jamie's Pizzeria By Jamie Oliver,"Italian,  Pizza",2000,Delhi,4.4
AnnaMaya,"European,  North Indian,  Continental",4000,Delhi,4.2
The Waffle Co.,"Desserts,  Waffle,  Shakes",400,Delhi,5
Little Attock,"Indian Cuisine,  Health Food,  Modern Indian",1200,Delhi,4.4
The Waffle Co.,"Desserts,  Waffle,  Shakes",400,Delhi,4
Subway,Health Food,500,Delhi,1
Flavors Of Chennai,South Indian,500,Delhi,4.3
Munchies Midnight Delivery,Fast Food,400,Delhi,5
AlKauser,"Mughlai,  North Indian",800,Delhi,3.4
Khidmat,"North Indian,  Chinese,  Mughlai",1000,Delhi,4.2
Rooftop – The View,"Multi-Cuisine,  North Indian,  Italian,  Continental",2800,Ghaziabad,4.2
Smoke House Deli,"Italian,  European,  American",2200,Delhi,4.4
Khanabadosh Tavern,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Continental,  American,  Mughlai",800,Delhi,3.9
Bokan,"Multi-Cuisine,  North Indian,  Italian,  Continental,  Asian",1300,Delhi,4.1
Chocolateria San Churro,"Desserts,  Bakery and Confectionary,  Fast Food",1000,Delhi,4.3
Biryani Blues,"Biryani,  Hyderabadi",1200,Delhi,4.3
Waves,"North Indian,  Chinese",2000,Delhi,4.2
Six Degree Cakes and Coffees,Bakery and Confectionary,500,Delhi,1
QLA,"European,  Italian,  Spanish",3000,Delhi,4.3
Mughal Darbar Restaurant,"Mughlai,  North Indian",1000,Delhi,4.2
Stop My Starvation,"Desserts,  Fast Food,  Shakes,  Waffle",600,Delhi,3.8
Laidback Cafe,"Multi-Cuisine,  North Indian,  Italian,  Mediterranean,  Asian",2000,Delhi,4.3
Tandoori Brothers,"North Indian,  Fast Food",800,Delhi,5
Sardar-Ji-Bakhsh Coffee & Co.,"Fast Food,  Coffee,  Desserts",700,Delhi,3
Little Chef,"North Indian,  Mughlai,  Chinese",600,Delhi,4
Wendy's,"Fast Food,  Burger,  American",500,Delhi,5
Food Sixteen,"North Indian,  Chinese",600,Delhi,4.4
Gaon,"Rajasthani,  Bihari",1200,Delhi,4
Tikka Junction,"North Indian,  Chinese,  Mughlai,  Fast Food",1500,Delhi,4.2
In The Punjab,"North Indian,  Mughlai",3200,Delhi,4.4
Barbeque Nation,"North Indian,  Barbecue,  Mughlai",1700,Delhi,4.5
Sly Granny,"European,  American",2500,Delhi,4.6
Soo Yung By The Backyard,"Asian,  Thai,  Japanese",1200,Delhi,4.1
My Spice Kitchen,"North Indian,  Mughlai,  Hyderabadi,  Biryani",1000,Delhi,4.2
LIT Nuit Club & Bar,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Continental,  Mughlai",2700,Delhi,3.3
Yangkiez,"Chinese,  Asian,  Fast Food,  Tibetan",500,Delhi,4.6
Farmers Basket at Pluck,"Continental,  European,  Modern Indian,  North Indian",3700,Delhi,4.5
Monkey Bar,"Continental,  North Indian,  European,  American",1500,Delhi,4.5
Swan,"Italian,  Japanese",2000,Delhi,3.3
Food Uncensored,Fast Food,400,Delhi,5
Chateau de Pondichery,"Mediterranean,  French,  Chettinad",2000,Delhi,4.4
Social Street Cafe,"Italian,  Chinese,  Fast Food",1200,Delhi,4.3
Imperfecto,"Multi-Cuisine,  North Indian,  Mediterranean",2400,Noida,4
Punjabi By Nature,"North Indian,  Mughlai",2000,Delhi,4.2
Smoke House Deli,"Italian,  European,  American",2200,Delhi,4.3
Kake Da Hotel,"North Indian,  Mughlai",1000,Delhi,4
Big Wong XL,"Chinese,  Thai,  Seafood,  Sushi",2000,Delhi,4.1
Kylin Experience,"Asian,  Chinese,  Thai,  Japanese,  Oriental ",2000,Delhi,4.2
Kiara - Soul Kitchen,"Asian,  Indian Cuisine",2000,Delhi,4.4
The Himalayan Kitchen,"Tibetan,  Nepalese,  Chinese",1600,Delhi,4.2
Coffee Cafe 9,"Coffee,  Desserts,  Fast Food",700,Delhi,5
Govardhan Vegetarian,"North Indian,  Chinese,  South Indian",900,Delhi,4.1
Shibuya Food & Bar,"Asian,  Chinese,  Thai,  Japanese",1800,Delhi,4.5
Dhaba Estd 1986 Delhi,North Indian,1200,Delhi,4.2
Kake Da Hotel,North Indian,1000,Delhi,4.3
Chungwa,"Chinese,  Thai,  Seafood",1700,Delhi,4.3
Tossin Pizza,"Pizza,  Italian",800,Noida,4
India Grill,"North Indian,  Continental,  Italian",2200,Delhi,3.9
Biryani Blues,"Biryani,  Hyderabadi",700,Delhi,3.9
Joy Luck Moon,"Chinese,  Oriental ,  Asian,  Singaporean",2300,Delhi,4.3
Big Fat Sandwich and Pizza,"Italian,  American,  Fast Food",900,Delhi,4.7
Truffle Story,"Bakery and Confectionary,  Desserts",400,Delhi,4.4
Diablo,"Turkish,  Iranian",2000,Delhi,4.2
Jamie's Italian,Italian,1800,Delhi,4.4
Desi Vibes,"North Indian,  Mughlai",1700,Noida,4.4
Chaayos,"Street Food,  Tea,  Fast Food",500,Delhi,4.3
Moti Mahal Delux,"North Indian,  Chinese,  Mughlai",1500,Delhi,4.4
Taco Bell,"Mexican,  Tex Mex",500,Delhi,4.4
Berco's,"Chinese,  Thai",1300,Noida,4.3
Laidback Bar,"Multi-Cuisine,  North Indian,  Italian,  Mediterranean,  Asian",2000,Delhi,4.8
Chaayos,"Street Food,  Tea,  Fast Food",500,Delhi,4.3
Bo Tai,"Italian,  Thai",3000,Delhi,4.4
ABs - Absolute Barbecues,"North Indian,  Mediterranean,  European,  Barbecue",1800,Noida,4.5
Duty Free Courtyard,Finger Food,1500,Noida,3.9
Mad Over Donuts,"Desserts,  Doughnuts",400,Delhi,4.3
Ambra,Fast Food,300,Delhi,4.3
Kylin Skybar,"Asian,  Chinese,  Thai,  Japanese,  Malaysian",2200,Delhi,4.3
Kesar,"North Indian,  Chinese,  Fast Food",800,Delhi,4.6
Horn Please Resto Cafe,"North Indian,  Mughlai,  Chinese",1000,Delhi,4.2
Taco Bell,"Mexican,  Tex Mex",500,Delhi,4.4
Jugmug Thela,"Coffee,  Italian,  Fast Food,  Tea",1200,Delhi,4.1
Kabooze,"North Indian,  Chinese,  Fast Food",2200,Delhi,3.5
C.I.A. Call It Asiian,"Asian,  Chinese,  Thai",900,Delhi,4.6
Le Cantine,"Continental,  European",2000,Delhi,4.2
Madly Bangalee,Bengali,800,Delhi,3
Garam Dharam,"North Indian,  Chinese",1600,Noida,4
Tikka Junction,"North Indian,  Fast Food",1500,Delhi,4.2
100% Rock,"North Indian,  Chinese",1200,Delhi,4.1
Time Machine,"Multi-Cuisine,  North Indian,  Italian,  Continental,  Oriental ",3000,Noida,4.2
Taco Bell,"Mexican,  Tex Mex",500,Delhi,3.9
Farzi Cafe,"Modern Indian,  Continental,  Finger Food",2000,Delhi,4.2
Cafe Me,"North Indian,  Italian,  Chinese",1200,Delhi,4.3
Moire Cafe Lounge & Bar,"Multi-Cuisine,  North Indian,  Continental,  Oriental ",1500,Noida,4.1
PizzaExpress,"Italian,  European",1400,Delhi,4.5
Shaolin,"Chinese,  Seafood,  Fast Food,  Tibetan",800,Delhi,3.6
Thai High,"Thai,  Seafood",2000,Delhi,4.4
Jom Jom Malay,"Malaysian,  Indonesian",1500,Delhi,4.5
Krispy Kreme,"Desserts,  Doughnuts",400,Delhi,4.5
Cafe Canteen,"Fast Food,  Oriental ,  Shakes",500,Delhi,4.1
Mamagoto,"Asian,  Chinese,  Thai,  Japanese",1500,Noida,4.4
Kake Da Hotel,"North Indian,  Mughlai",1000,Delhi,4.3
Daryaganj,"North Indian,  Mughlai",2000,Delhi,4.2
Legends Of India,"North Indian,  Mughlai,  Biryani,  Desserts",1000,Noida,3
Kartoon Cafe,"Multi-Cuisine,  Chinese,  Mexican,  Bakery and Confectionary,  Indian Cuisine",1000,Delhi,4.4
Bread Talk,"Desserts,  Fast Food,  Bakery and Confectionary",500,Delhi,4
Mad Over Donuts,"Desserts,  Doughnuts",400,Delhi,4.5
Go Pappe,"North Indian,  Chinese,  Continental,  Oriental ",1200,Delhi,4.6
Sandoz,"North Indian,  Chinese",1000,Delhi,3.5
Green Vatika,"North Indian,  Chinese,  Fast Food",1700,Delhi,4
Liv Bar,"Multi-Cuisine,  Chinese,  Continental,  European",2600,Delhi,4.2
Delhi Pavilion,"North Indian,  Continental,  Asian",3000,Delhi,4.5
Chaayos,"Street Food,  Tea,  Fast Food",500,Delhi,4.5
The Veggie Bites,"North Indian,  Chinese",900,Delhi,4.2
MAI BAO,"Singaporean,  Chinese,  Seafood",1500,Delhi,3.4
M Dosa Express,South Indian,400,Delhi,5
Standard Burfee,"Mithai,  North Indian,  South Indian,  Street Food",700,Delhi,4.3
Barbeque Nation,"North Indian,  Barbecue,  Mughlai",1700,Delhi,4.6
La Roca,"European,  Turkish,  Asian,  Modern Indian",2600,Delhi,4.3
The Patiala Kkitchen,"North Indian,  Chinese",1600,Noida,4.2
Noire - Live Kitchen,"Italian,  Continental",1500,Delhi,3
Over The Top - BBQ Grill,"North Indian,  Italian,  Oriental ",1400,Delhi,3.7
Pizza Connection,"Fast Food,  Pizza,  Italian",500,Delhi,5
Neon Cafe & Bowl,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Continental,  Mughlai",1800,Delhi,3.5
Big Banana,"North Indian,  Chinese,  Mughlai",1100,Delhi,3.9
Krispy Kreme,"Desserts,  Doughnuts,  Coffee,  Shakes",400,Delhi,3.7
The Terrace Restro-Lounge,"North Indian,  Chinese",1500,Ghaziabad,4.2
Food Exchange,"North Indian,  European,  Oriental ",3500,Delhi,4.3
Giani,"Desserts,  Ice Cream,  Shakes",400,Delhi,1
Cafe Di Milano,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Continental,  American",1000,Delhi,4.3
PizzaExpress,"Italian,  European",1400,Noida,4.4
BonJuz,Health Food,500,Delhi,4.1
Punjab Grill,"North Indian,  Mughlai",1800,Delhi,4.2
The Kylin Experience,"Asian,  Chinese,  Thai,  Vietnamese,  Sushi",2700,Delhi,4.5
Lord of the Drinks,"Multi-Cuisine,  North Indian,  Italian,  Continental,  Japanese,  Oriental ",2000,Noida,4
Nanking,"Chinese,  Seafood",2000,Delhi,4.3
Kheer,"North Indian,  Mughlai",6000,Delhi,4.6
Baby Dragon Bar and Restaurant,"Chinese,  North Indian,  Continental,  Thai,  Fast Food",2000,Noida,4.2
Subway,Health Food,500,Noida,5
The Barbeque Company,"North Indian,  Chinese,  Mughlai,  Barbecue",1500,Noida,4.3
Moti Mahal Delux - Exclusive,"North Indian,  Chinese,  Mughlai",1200,Noida,4.4
Kake Da Hotel,North Indian,1000,Delhi,4.6
CUE- Culinary Urban Experience,"North Indian,  Chinese,  Continental",2000,Delhi,4.2
Ministry Of Sound,World Cuisine,1800,Noida,4.1
The Smoke Factory,"Multi-Cuisine,  Italian,  Chinese,  Continental",2000,Noida,4.3
Dramz Brasserie,Italian,1200,Delhi,3.5
Wok to Walk,"Asian,  Chinese",700,Delhi,3.6
Locale,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Thai,  Mexican",2000,Delhi,4
The Reader's Cafe,"Italian,  Continental",1200,Noida,4.2
Dasaprakash,"South Indian,  North Indian,  Continental,  Oriental ",800,Noida,4.4
The Nerdy Indian,"North Indian,  Continental,  Italian",1000,Delhi,4.2
SXVIII,"North Indian,  Italian,  Chinese,  Thai,  Mediterranean",4400,Noida,4.2
Imperfecto Shor Cafe,"Multi-Cuisine,  North Indian,  Mediterranean",2400,Delhi,4.1
Theos,"Desserts,  Bakery and Confectionary,  Fast Food",900,Noida,4.3
Reve,"Italian,  French,  Continental,  European,  American,  Desserts",1600,Delhi,4.4
